e,cprov,nprov,year,quarter,pop_tot,pop_men,pop_wom,pop25_39,pop40_49,pop50_64,pop65,suicide_men,suicide_wom,suicide_total,suicide_age40_49,suicide_age50_64,suicide_age65,suicide_age25_39,rate_tot_lag0,rate_men_lag0,rate_wom_lag0,rate_tot_lag3,rate_men_lag3,rate_wom_lag3,rate_tot_lag6,rate_men_lag6,rate_wom_lag6,rate_tot_lag9,rate_men_lag9,rate_wom_lag9,rate_tot_lag12,rate_men_lag12,rate_wom_lag12,rate_tot_lag15,rate_men_lag15,rate_wom_lag15,rate_tot_lag18,rate_men_lag18,rate_wom_lag18,rate_tot_lag21,rate_men_lag21,rate_wom_lag21,rate_tot_lag24,rate_men_lag24,rate_wom_lag24
2411,31,Navarra,2001,3,407787,200228,207558,139037,78200,90602,99949,6,1,7,1,1,1,4,4.29,2.96,6.31,4.36,3.52,5.77,6.14,4.05,9.53,5.65,2.94,9.96,5.99,3.56,10.06,4.49,2.17,8.18,6.5,3.83,10.91,6.95,3.66,12.47,7.59,4.17,13.29
2412,31,Navarra,2001,4,409683,201277,208406,139715,78753,90868,100347,6,0,6,1,1,3,1,4.65,3.14,7.07,4.29,2.96,6.31,4.36,3.52,5.77,6.14,4.05,9.53,5.65,2.94,9.96,5.99,3.56,10.06,4.49,2.17,8.18,6.5,3.83,10.91,6.95,3.66,12.47
2413,31,Navarra,2002,1,411718,202384,209335,140489,79300,91260,100669,8,1,9,0,3,2,4,6.03,3.67,9.68,4.65,3.14,7.07,4.29,2.96,6.31,4.36,3.52,5.77,6.14,4.05,9.53,5.65,2.94,9.96,5.99,3.56,10.06,4.49,2.17,8.18,6.5,3.83,10.91
2414,31,Navarra,2002,2,414033,203606,210427,141454,79835,91906,100838,13,3,16,5,0,6,5,5.15,2.37,9.35,6.03,3.67,9.68,4.65,3.14,7.07,4.29,2.96,6.31,4.36,3.52,5.77,6.14,4.05,9.53,5.65,2.94,9.96,5.99,3.56,10.06,4.49,2.17,8.18
2415,31,Navarra,2002,3,416349,204814,211535,142386,80380,92548,101035,10,2,12,2,5,4,1,6.58,3.22,11.44,5.15,2.37,9.35,6.03,3.67,9.68,4.65,3.14,7.07,4.29,2.96,6.31,4.36,3.52,5.77,6.14,4.05,9.53,5.65,2.94,9.96,5.99,3.56,10.06
2416,31,Navarra,2002,4,418669,205994,212676,143255,80942,93182,101291,8,3,11,1,3,4,3,5.58,3.65,8.4,6.58,3.22,11.44,5.15,2.37,9.35,6.03,3.67,9.68,4.65,3.14,7.07,4.29,2.96,6.31,4.36,3.52,5.77,6.14,4.05,9.53,5.65,2.94,9.96
2417,31,Navarra,2003,1,420872,207117,213755,144024,81521,93847,101481,8,3,11,1,2,5,3,5.69,3.31,9.17,5.58,3.65,8.4,6.58,3.22,11.44,5.15,2.37,9.35,6.03,3.67,9.68,4.65,3.14,7.07,4.29,2.96,6.31,4.36,3.52,5.77,6.14,4.05,9.53
2418,31,Navarra,2003,2,422841,208129,214711,144593,82132,94575,101542,13,9,22,1,5,8,8,5.49,4.07,7.55,5.69,3.31,9.17,5.58,3.65,8.4,6.58,3.22,11.44,5.15,2.37,9.35,6.03,3.67,9.68,4.65,3.14,7.07,4.29,2.96,6.31,4.36,3.52,5.77
2419,31,Navarra,2003,3,424774,209138,215635,145136,82748,95297,101593,8,2,10,1,3,5,1,5.85,4.55,7.72,5.49,4.07,7.55,5.69,3.31,9.17,5.58,3.65,8.4,6.58,3.22,11.44,5.15,2.37,9.35,6.03,3.67,9.68,4.65,3.14,7.07,4.29,2.96,6.31
2420,31,Navarra,2003,4,426638,210141,216497,145627,83375,96009,101627,3,4,7,1,2,1,3,6.16,4.73,8.21,5.85,4.55,7.72,5.49,4.07,7.55,5.69,3.31,9.17,5.58,3.65,8.4,6.58,3.22,11.44,5.15,2.37,9.35,6.03,3.67,9.68,4.65,3.14,7.07
2421,31,Navarra,2004,1,428454,211114,217341,146033,84030,96722,101668,5,4,9,2,4,2,1,6.68,4.77,9.41,6.16,4.73,8.21,5.85,4.55,7.72,5.49,4.07,7.55,5.69,3.31,9.17,5.58,3.65,8.4,6.58,3.22,11.44,5.15,2.37,9.35,6.03,3.67,9.68
2422,31,Navarra,2004,2,430174,212024,218151,146267,84742,97437,101727,11,2,13,1,3,2,7,5.45,4.52,6.8,6.68,4.77,9.41,6.16,4.73,8.21,5.85,4.55,7.72,5.49,4.07,7.55,5.69,3.31,9.17,5.58,3.65,8.4,6.58,3.22,11.44,5.15,2.37,9.35
2423,31,Navarra,2004,3,432019,212989,219032,146598,85465,98153,101803,13,5,18,2,5,7,4,5.02,3.74,6.94,5.45,4.52,6.8,6.68,4.77,9.41,6.16,4.73,8.21,5.85,4.55,7.72,5.49,4.07,7.55,5.69,3.31,9.17,5.58,3.65,8.4,6.58,3.22,11.44
2424,31,Navarra,2004,4,434116,214062,220054,147122,86208,98871,101915,8,4,12,2,4,1,5,5.14,4.06,6.72,5.02,3.74,6.94,5.45,4.52,6.8,6.68,4.77,9.41,6.16,4.73,8.21,5.85,4.55,7.72,5.49,4.07,7.55,5.69,3.31,9.17,5.58,3.65,8.4
2425,31,Navarra,2005,1,436062,215078,220984,147574,86911,99509,102069,10,3,13,2,3,4,4,6.17,4.69,8.27,5.14,4.06,6.72,5.02,3.74,6.94,5.45,4.52,6.8,6.68,4.77,9.41,6.16,4.73,8.21,5.85,4.55,7.72,5.49,4.07,7.55,5.69,3.31,9.17
2426,31,Navarra,2005,2,437708,215980,221727,147879,87535,99985,102309,13,3,16,1,4,4,7,5.27,4.11,6.87,6.17,4.69,8.27,5.14,4.06,6.72,5.02,3.74,6.94,5.45,4.52,6.8,6.68,4.77,9.41,6.16,4.73,8.21,5.85,4.55,7.72,5.49,4.07,7.55
2427,31,Navarra,2005,3,439425,216888,222535,148175,88153,100480,102616,8,5,13,2,1,6,4,5.26,3.73,7.38,5.27,4.11,6.87,6.17,4.69,8.27,5.14,4.06,6.72,5.02,3.74,6.94,5.45,4.52,6.8,6.68,4.77,9.41,6.16,4.73,8.21,5.85,4.55,7.72
2428,31,Navarra,2005,4,441284,217810,223475,148455,88760,101013,103056,5,3,8,1,0,2,5,5.92,5.04,7.08,5.26,3.73,7.38,5.27,4.11,6.87,6.17,4.69,8.27,5.14,4.06,6.72,5.02,3.74,6.94,5.45,4.52,6.8,6.68,4.77,9.41,6.16,4.73,8.21
2429,31,Navarra,2006,1,443169,218729,224442,148756,89355,101609,103448,9,1,10,1,2,5,2,6.25,5.16,7.72,5.92,5.04,7.08,5.26,3.73,7.38,5.27,4.11,6.87,6.17,4.69,8.27,5.14,4.06,6.72,5.02,3.74,6.94,5.45,4.52,6.8,6.68,4.77,9.41
2430,31,Navarra,2006,2,445104,219640,225464,149099,89929,102333,103743,6,4,10,2,1,1,6,5.69,5.46,5.99,6.25,5.16,7.72,5.92,5.04,7.08,5.26,3.73,7.38,5.27,4.11,6.87,6.17,4.69,8.27,5.14,4.06,6.72,5.02,3.74,6.94,5.45,4.52,6.8
2431,31,Navarra,2006,3,447222,220672,226549,149538,90553,103075,104056,5,1,6,0,2,2,2,4.97,3.63,6.79,5.69,5.46,5.99,6.25,5.16,7.72,5.92,5.04,7.08,5.26,3.73,7.38,5.27,4.11,6.87,6.17,4.69,8.27,5.14,4.06,6.72,5.02,3.74,6.94
2432,31,Navarra,2006,4,449706,221945,227760,150170,91278,103853,104405,10,2,12,4,2,3,3,4.59,2.38,7.57,4.97,3.63,6.79,5.69,5.46,5.99,6.25,5.16,7.72,5.92,5.04,7.08,5.26,3.73,7.38,5.27,4.11,6.87,6.17,4.69,8.27,5.14,4.06,6.72
2433,31,Navarra,2007,1,452213,223281,228930,150827,91995,104639,104752,5,3,8,0,2,2,4,5.13,3.06,7.94,4.59,2.38,7.57,4.97,3.63,6.79,5.69,5.46,5.99,6.25,5.16,7.72,5.92,5.04,7.08,5.26,3.73,7.38,5.27,4.11,6.87,6.17,4.69,8.27
2434,31,Navarra,2007,2,454765,224745,230018,151533,92696,105444,105092,12,5,17,1,7,4,5,5.18,2.68,8.67,5.13,3.06,7.94,4.59,2.38,7.57,4.97,3.63,6.79,5.69,5.46,5.99,6.25,5.16,7.72,5.92,5.04,7.08,5.26,3.73,7.38,5.27,4.11,6.87
2435,31,Navarra,2007,3,457289,226177,231109,152227,93388,106229,105444,9,6,15,6,4,3,2,4.29,2.85,6.29,5.18,2.68,8.67,5.13,3.06,7.94,4.59,2.38,7.57,4.97,3.63,6.79,5.69,5.46,5.99,6.25,5.16,7.72,5.92,5.04,7.08,5.26,3.73,7.38
2436,31,Navarra,2007,4,459754,227546,232206,152897,94061,106977,105819,11,5,16,7,1,6,2,4.28,3.97,4.7,4.29,2.85,6.29,5.18,2.68,8.67,5.13,3.06,7.94,4.59,2.38,7.57,4.97,3.63,6.79,5.69,5.46,5.99,6.25,5.16,7.72,5.92,5.04,7.08
2437,31,Navarra,2008,1,462036,228840,233196,153439,94724,107661,106213,10,4,14,2,2,6,4,6.14,5.28,7.28,4.28,3.97,4.7,4.29,2.85,6.29,5.18,2.68,8.67,5.13,3.06,7.94,4.59,2.38,7.57,4.97,3.63,6.79,5.69,5.46,5.99,6.25,5.16,7.72
2438,31,Navarra,2008,2,463954,229983,233972,153726,95367,108218,106644,10,4,14,3,3,6,2,5.8,4.83,7.11,6.14,5.28,7.28,4.28,3.97,4.7,4.29,2.85,6.29,5.18,2.68,8.67,5.13,3.06,7.94,4.59,2.38,7.57,4.97,3.63,6.79,5.69,5.46,5.99
2439,31,Navarra,2008,3,465844,231044,234802,153969,95984,108785,107106,6,6,12,1,4,6,1,7.25,5.29,9.86,5.8,4.83,7.11,6.14,5.28,7.28,4.28,3.97,4.7,4.29,2.85,6.29,5.18,2.68,8.67,5.13,3.06,7.94,4.59,2.38,7.57,4.97,3.63,6.79
2440,31,Navarra,2008,4,467681,231943,235739,154124,96551,109374,107632,5,1,6,0,2,2,2,8.13,7.17,9.4,7.25,5.29,9.86,5.8,4.83,7.11,6.14,5.28,7.28,4.28,3.97,4.7,4.29,2.85,6.29,5.18,2.68,8.67,5.13,3.06,7.94,4.59,2.38,7.57
2441,31,Navarra,2009,1,469286,232725,236559,154071,97106,109977,108132,11,6,17,4,1,5,7,10.51,9.9,11.34,8.13,7.17,9.4,7.25,5.29,9.86,5.8,4.83,7.11,6.14,5.28,7.28,4.28,3.97,4.7,4.29,2.85,6.29,5.18,2.68,8.67,5.13,3.06,7.94
2442,31,Navarra,2009,2,470424,233275,237148,153602,97636,110607,108579,17,1,18,2,3,9,4,12,10.82,13.55,10.51,9.9,11.34,8.13,7.17,9.4,7.25,5.29,9.86,5.8,4.83,7.11,6.14,5.28,7.28,4.28,3.97,4.7,4.29,2.85,6.29,5.18,2.68,8.67
2443,31,Navarra,2009,3,471573,233806,237764,153124,98168,111233,109048,7,3,10,2,3,4,1,10.31,9.46,11.41,12,10.82,13.55,10.51,9.9,11.34,8.13,7.17,9.4,7.25,5.29,9.86,5.8,4.83,7.11,6.14,5.28,7.28,4.28,3.97,4.7,4.29,2.85,6.29
2444,31,Navarra,2009,4,472743,234303,238437,152627,98703,111850,109562,7,1,8,3,1,2,2,10.51,9.77,11.46,10.31,9.46,11.41,12,10.82,13.55,10.51,9.9,11.34,8.13,7.17,9.4,7.25,5.29,9.86,5.8,4.83,7.11,6.14,5.28,7.28,4.28,3.97,4.7
2445,31,Navarra,2010,1,473801,234752,239047,152056,99199,112415,110131,7,2,9,1,6,1,1,12.31,13.33,10.99,10.51,9.77,11.46,10.31,9.46,11.41,12,10.82,13.55,10.51,9.9,11.34,8.13,7.17,9.4,7.25,5.29,9.86,5.8,4.83,7.11,6.14,5.28,7.28
2446,31,Navarra,2010,2,474636,235105,239532,151336,99615,112874,110810,8,1,9,3,4,1,1,11.02,10.52,11.64,12.31,13.33,10.99,10.51,9.77,11.46,10.31,9.46,11.41,12,10.82,13.55,10.51,9.9,11.34,8.13,7.17,9.4,7.25,5.29,9.86,5.8,4.83,7.11
2447,31,Navarra,2010,3,475468,235434,240035,150608,100026,113346,111488,10,4,14,3,2,6,3,12.51,10.61,14.91,11.02,10.52,11.64,12.31,13.33,10.99,10.51,9.77,11.46,10.31,9.46,11.41,12,10.82,13.55,10.51,9.9,11.34,8.13,7.17,9.4,7.25,5.29,9.86
2448,31,Navarra,2010,4,476294,235718,240576,149865,100424,113842,112164,3,1,4,2,1,1,0,11.77,11.56,12.04,12.51,10.61,14.91,11.02,10.52,11.64,12.31,13.33,10.99,10.51,9.77,11.46,10.31,9.46,11.41,12,10.82,13.55,10.51,9.9,11.34,8.13,7.17,9.4
2449,31,Navarra,2011,1,477024,235979,241043,149060,100797,114370,112796,6,7,13,2,5,5,1,13.53,12.87,14.34,11.77,11.56,12.04,12.51,10.61,14.91,11.02,10.52,11.64,12.31,13.33,10.99,10.51,9.77,11.46,10.31,9.46,11.41,12,10.82,13.55,10.51,9.9,11.34
2450,31,Navarra,2011,2,477561,236196,241363,148133,101121,114963,113344,12,3,15,8,1,3,3,12.87,12.73,13.04,13.53,12.87,14.34,11.77,11.56,12.04,12.51,10.61,14.91,11.02,10.52,11.64,12.31,13.33,10.99,10.51,9.77,11.46,10.31,9.46,11.41,12,10.82,13.55
2451,31,Navarra,2011,3,478073,236377,241695,147208,101434,115544,113886,13,2,15,2,3,7,3,11.75,11.49,12.06,12.87,12.73,13.04,13.53,12.87,14.34,11.77,11.56,12.04,12.51,10.61,14.91,11.02,10.52,11.64,12.31,13.33,10.99,10.51,9.77,11.46,10.31,9.46,11.41
2452,31,Navarra,2011,4,478535,236485,242051,146288,101725,116104,114418,6,1,7,0,1,5,1,13.8,13.2,14.52,11.75,11.49,12.06,12.87,12.73,13.04,13.53,12.87,14.34,11.77,11.56,12.04,12.51,10.61,14.91,11.02,10.52,11.64,12.31,13.33,10.99,10.51,9.77,11.46
2453,31,Navarra,2012,1,478726,236441,242288,145215,101975,116627,114908,7,2,9,1,3,5,0,16.21,16.63,15.7,13.8,13.2,14.52,11.75,11.49,12.06,12.87,12.73,13.04,13.53,12.87,14.34,11.77,11.56,12.04,12.51,10.61,14.91,11.02,10.52,11.64,12.31,13.33,10.99
2454,31,Navarra,2012,2,478375,236092,242284,143839,102144,117078,115314,14,2,16,2,6,3,5,16.3,17.89,14.4,16.21,16.63,15.7,13.8,13.2,14.52,11.75,11.49,12.06,12.87,12.73,13.04,13.53,12.87,14.34,11.77,11.56,12.04,12.51,10.61,14.91,11.02,10.52,11.64
2455,31,Navarra,2012,3,478055,235743,242312,142444,102296,117532,115784,10,3,13,6,4,2,1,14.97,15.43,14.4,16.3,17.89,14.4,16.21,16.63,15.7,13.8,13.2,14.52,11.75,11.49,12.06,12.87,12.73,13.04,13.53,12.87,14.34,11.77,11.56,12.04,12.51,10.61,14.91
2456,31,Navarra,2012,4,477797,235396,242402,141009,102414,117991,116383,8,2,10,2,3,2,3,17.17,16.79,17.62,14.97,15.43,14.4,16.3,17.89,14.4,16.21,16.63,15.7,13.8,13.2,14.52,11.75,11.49,12.06,12.87,12.73,13.04,13.53,12.87,14.34,11.77,11.56,12.04
2457,31,Navarra,2013,1,477416,235008,242410,139531,102495,118418,116972,8,5,13,5,1,4,3,18.96,17.62,20.57,17.17,16.79,17.62,14.97,15.43,14.4,16.3,17.89,14.4,16.21,16.63,15.7,13.8,13.2,14.52,11.75,11.49,12.06,12.87,12.73,13.04,13.53,12.87,14.34
2458,31,Navarra,2013,2,476790,234536,242255,137966,102502,118782,117540,10,1,11,4,2,4,1,18.4,18.35,18.45,18.96,17.62,20.57,17.17,16.79,17.62,14.97,15.43,14.4,16.3,17.89,14.4,16.21,16.63,15.7,13.8,13.2,14.52,11.75,11.49,12.06,12.87,12.73,13.04
2459,31,Navarra,2013,3,476286,234128,242159,136440,102531,119170,118145,7,6,13,4,3,4,2,17.92,17.18,18.83,18.4,18.35,18.45,18.96,17.62,20.57,17.17,16.79,17.62,14.97,15.43,14.4,16.3,17.89,14.4,16.21,16.63,15.7,13.8,13.2,14.52,11.75,11.49,12.06
2460,31,Navarra,2013,4,476025,233845,242181,134992,102604,119607,118822,6,3,9,2,3,3,1,16.44,15.5,17.57,17.92,17.18,18.83,18.4,18.35,18.45,18.96,17.62,20.57,17.17,16.79,17.62,14.97,15.43,14.4,16.3,17.89,14.4,16.21,16.63,15.7,13.8,13.2,14.52
2461,31,Navarra,2014,1,475767,233577,242191,133540,102684,120096,119446,14,3,17,5,5,7,0,17.12,15.9,18.55,16.44,15.5,17.57,17.92,17.18,18.83,18.4,18.35,18.45,18.96,17.62,20.57,17.17,16.79,17.62,14.97,15.43,14.4,16.3,17.89,14.4,16.21,16.63,15.7
2462,31,Navarra,2014,2,475515,233338,242178,132081,102782,120689,119963,10,3,13,3,2,3,5,15.88,15.49,16.34,17.12,15.9,18.55,16.44,15.5,17.57,17.92,17.18,18.83,18.4,18.35,18.45,18.96,17.62,20.57,17.17,16.79,17.62,14.97,15.43,14.4,16.3,17.89,14.4
2463,31,Navarra,2014,3,475335,233144,242190,130668,102891,121281,120495,5,3,8,1,3,4,0,14.92,15.57,14.16,15.88,15.49,16.34,17.12,15.9,18.55,16.44,15.5,17.57,17.92,17.18,18.83,18.4,18.35,18.45,18.96,17.62,20.57,17.17,16.79,17.62,14.97,15.43,14.4
2464,31,Navarra,2014,4,475298,233040,242255,129347,103022,121873,121056,8,0,8,2,3,3,0,14.92,14.96,14.87,14.92,15.57,14.16,15.88,15.49,16.34,17.12,15.9,18.55,16.44,15.5,17.57,17.92,17.18,18.83,18.4,18.35,18.45,18.96,17.62,20.57,17.17,16.79,17.62
2465,31,Navarra,2015,1,475223,232938,242281,128007,103183,122495,121538,10,6,16,4,3,6,3,15.66,14.43,17.15,14.92,14.96,14.87,14.92,15.57,14.16,15.88,15.49,16.34,17.12,15.9,18.55,16.44,15.5,17.57,17.92,17.18,18.83,18.4,18.35,18.45,18.96,17.62,20.57
2466,31,Navarra,2015,2,475072,232840,242229,126630,103404,123177,121860,9,12,21,8,7,2,4,12.55,11.9,13.31,15.66,14.43,17.15,14.92,14.96,14.87,14.92,15.57,14.16,15.88,15.49,16.34,17.12,15.9,18.55,16.44,15.5,17.57,17.92,17.18,18.83,18.4,18.35,18.45
2467,31,Navarra,2015,3,475050,232786,242263,125306,103645,123855,122244,3,4,7,2,1,3,1,13.57,12.32,15.02,12.55,11.9,13.31,15.66,14.43,17.15,14.92,14.96,14.87,14.92,15.57,14.16,15.88,15.49,16.34,17.12,15.9,18.55,16.44,15.5,17.57,17.92,17.18,18.83
2468,31,Navarra,2015,4,475289,232820,242470,124088,103925,124525,122750,5,4,9,3,2,2,2,13.53,12.06,15.2,13.57,12.32,15.02,12.55,11.9,13.31,15.66,14.43,17.15,14.92,14.96,14.87,14.92,15.57,14.16,15.88,15.49,16.34,17.12,15.9,18.55,16.44,15.5,17.57
2469,31,Navarra,2016,1,475501,232845,242659,122914,104184,125196,123208,6,5,11,5,2,4,0,14.25,11.96,16.88,13.53,12.06,15.2,13.57,12.32,15.02,12.55,11.9,13.31,15.66,14.43,17.15,14.92,14.96,14.87,14.92,15.57,14.16,15.88,15.49,16.34,17.12,15.9,18.55
2470,31,Navarra,2016,2,475660,232852,242811,121827,104398,125866,123569,11,4,15,0,9,3,3,13.27,11.27,15.57,14.25,11.96,16.88,13.53,12.06,15.2,13.57,12.32,15.02,12.55,11.9,13.31,15.66,14.43,17.15,14.92,14.96,14.87,14.92,15.57,14.16,15.88,15.49,16.34
2471,31,Navarra,2016,3,475943,232924,243021,120788,104629,126547,123979,7,3,10,3,5,2,0,12.41,11.25,13.76,13.27,11.27,15.57,14.25,11.96,16.88,13.53,12.06,15.2,13.57,12.32,15.02,12.55,11.9,13.31,15.66,14.43,17.15,14.92,14.96,14.87,14.92,15.57,14.16
2472,31,Navarra,2016,4,476475,233129,243347,119843,104894,127250,124488,8,4,12,3,5,3,1,10.01,9.23,10.9,12.41,11.25,13.76,13.27,11.27,15.57,14.25,11.96,16.88,13.53,12.06,15.2,13.57,12.32,15.02,12.55,11.9,13.31,15.66,14.43,17.15,14.92,14.96,14.87
2473,31,Navarra,2017,1,476858,233237,243621,118858,105108,127926,124967,8,4,12,3,2,5,2,10.25,8.33,12.45,10.01,9.23,10.9,12.41,11.25,13.76,13.27,11.27,15.57,14.25,11.96,16.88,13.53,12.06,15.2,13.57,12.32,15.02,12.55,11.9,13.31,15.66,14.43,17.15
2474,31,Navarra,2017,2,476941,233151,243790,117792,105217,128546,125386,5,3,8,1,3,3,1,10.55,7.2,14.43,10.25,8.33,12.45,10.01,9.23,10.9,12.41,11.25,13.76,13.27,11.27,15.57,14.25,11.96,16.88,13.53,12.06,15.2,13.57,12.32,15.02,12.55,11.9,13.31
2475,31,Navarra,2017,3,477236,233181,244054,116841,105351,129195,125849,13,1,14,3,3,8,0,10.52,7.58,14.05,10.55,7.2,14.43,10.25,8.33,12.45,10.01,9.23,10.9,12.41,11.25,13.76,13.27,11.27,15.57,14.25,11.96,16.88,13.53,12.06,15.2,13.57,12.32,15.02
2476,31,Navarra,2017,4,477957,233446,244511,116122,105535,129899,126402,10,1,11,4,4,3,0,9.63,7.84,11.69,10.52,7.58,14.05,10.55,7.2,14.43,10.25,8.33,12.45,10.01,9.23,10.9,12.41,11.25,13.76,13.27,11.27,15.57,14.25,11.96,16.88,13.53,12.06,15.2
2477,31,Navarra,2018,1,478664,233718,244946,115454,105708,130599,126903,5,0,5,0,1,4,0,10.54,10.04,11.1,9.63,7.84,11.69,10.52,7.58,14.05,10.55,7.2,14.43,10.25,8.33,12.45,10.01,9.23,10.9,12.41,11.25,13.76,13.27,11.27,15.57,14.25,11.96,16.88
2478,31,Navarra,2018,2,479341,234005,245337,114889,105862,131291,127298,9,3,12,5,3,4,0,9.93,9.14,10.82,10.54,10.04,11.1,9.63,7.84,11.69,10.52,7.58,14.05,10.55,7.2,14.43,10.25,8.33,12.45,10.01,9.23,10.9,12.41,11.25,13.76,13.27,11.27,15.57
2479,31,Navarra,2018,3,480157,234360,245798,114371,106038,131993,127755,4,6,10,3,3,3,1,9.65,8.05,11.48,9.93,9.14,10.82,10.54,10.04,11.1,9.63,7.84,11.69,10.52,7.58,14.05,10.55,7.2,14.43,10.25,8.33,12.45,10.01,9.23,10.9,12.41,11.25,13.76
2480,31,Navarra,2018,4,481253,234853,246397,113945,106260,132714,128334,7,1,8,2,2,3,1,9.99,9.11,10.96,9.65,8.05,11.48,9.93,9.14,10.82,10.54,10.04,11.1,9.63,7.84,11.69,10.52,7.58,14.05,10.55,7.2,14.43,10.25,8.33,12.45,10.01,9.23,10.9
2481,32,Ourense,1999,1,261622,122867,138755,66741,40866,64090,89925,4,4,8,0,1,5,2,22.02,18.81,26.21,20.78,17.01,25.81,17.71,12.95,23.82,16.04,12.02,21.32,20.26,19.35,21.51,16.54,13.9,20.1,16.32,13.49,19.87,17.27,14.57,20.68,20.43,16.98,24.92
2482,32,Ourense,1999,2,261734,122910,138825,66738,40934,63872,90190,6,1,7,0,3,3,1,20.81,17.35,24.89,22.02,18.81,26.21,20.78,17.01,25.81,17.71,12.95,23.82,16.04,12.02,21.32,20.26,19.35,21.51,16.54,13.9,20.1,16.32,13.49,19.87,17.27,14.57,20.68
2483,32,Ourense,1999,3,261909,122982,138928,66732,41003,63651,90523,8,1,9,0,2,4,3,17.87,12.73,24.56,20.81,17.35,24.89,22.02,18.81,26.21,20.78,17.01,25.81,17.71,12.95,23.82,16.04,12.02,21.32,20.26,19.35,21.51,16.54,13.9,20.1,16.32,13.49,19.87
2484,32,Ourense,1999,4,262210,123113,139097,66722,41074,63422,90992,3,3,6,0,4,0,2,18.84,13.85,25.08,17.87,12.73,24.56,20.81,17.35,24.89,22.02,18.81,26.21,20.78,17.01,25.81,17.71,12.95,23.82,16.04,12.02,21.32,20.26,19.35,21.51,16.54,13.9,20.1
2485,32,Ourense,2000,1,262459,123216,139243,66701,41177,63189,91392,10,1,11,3,2,4,2,18.15,12.98,24.58,18.84,13.85,25.08,17.87,12.73,24.56,20.81,17.35,24.89,22.02,18.81,26.21,20.78,17.01,25.81,17.71,12.95,23.82,16.04,12.02,21.32,20.26,19.35,21.51
2486,32,Ourense,2000,2,262607,123265,139342,66658,41346,62948,91654,6,3,9,0,5,3,1,15.02,10.33,20.79,18.15,12.98,24.58,18.84,13.85,25.08,17.87,12.73,24.56,20.81,17.35,24.89,22.02,18.81,26.21,20.78,17.01,25.81,17.71,12.95,23.82,16.04,12.02,21.32
2487,32,Ourense,2000,3,262819,123338,139481,66610,41512,62708,91989,8,1,9,1,0,6,2,15.9,10.04,23.39,15.02,10.33,20.79,18.15,12.98,24.58,18.84,13.85,25.08,17.87,12.73,24.56,20.81,17.35,24.89,22.02,18.81,26.21,20.78,17.01,25.81,17.71,12.95,23.82
2488,32,Ourense,2000,4,263160,123460,139700,66549,41674,62467,92470,5,1,6,1,0,4,1,15.38,8.87,23.74,15.9,10.04,23.39,15.02,10.33,20.79,18.15,12.98,24.58,18.84,13.85,25.08,17.87,12.73,24.56,20.81,17.35,24.89,22.02,18.81,26.21,20.78,17.01,25.81
2489,32,Ourense,2001,1,263478,123583,139895,66505,41855,62197,92921,10,3,13,1,6,5,1,12.36,6.92,19.8,15.38,8.87,23.74,15.9,10.04,23.39,15.02,10.33,20.79,18.15,12.98,24.58,18.84,13.85,25.08,17.87,12.73,24.56,20.81,17.35,24.89,22.02,18.81,26.21
2490,32,Ourense,2001,2,263750,123708,140042,66495,42074,61868,93313,8,6,14,3,5,4,2,7.74,5.36,11.21,12.36,6.92,19.8,15.38,8.87,23.74,15.9,10.04,23.39,15.02,10.33,20.79,18.15,12.98,24.58,18.84,13.85,25.08,17.87,12.73,24.56,20.81,17.35,24.89
2491,32,Ourense,2001,3,264025,123827,140198,66488,42290,61540,93708,3,1,4,1,0,2,1,5.84,4.36,8.11,7.74,5.36,11.21,12.36,6.92,19.8,15.38,8.87,23.74,15.9,10.04,23.39,15.02,10.33,20.79,18.15,12.98,24.58,18.84,13.85,25.08,17.87,12.73,24.56
2492,32,Ourense,2001,4,264308,123936,140374,66488,42499,61213,94108,2,1,3,0,0,2,1,7.73,5.05,11.55,5.84,4.36,8.11,7.74,5.36,11.21,12.36,6.92,19.8,15.38,8.87,23.74,15.9,10.04,23.39,15.02,10.33,20.79,18.15,12.98,24.58,18.84,13.85,25.08
2493,32,Ourense,2002,1,264570,124049,140522,66510,42665,61002,94392,6,6,12,2,1,7,2,9.78,7.31,13.32,7.73,5.05,11.55,5.84,4.36,8.11,7.74,5.36,11.21,12.36,6.92,19.8,15.38,8.87,23.74,15.9,10.04,23.39,15.02,10.33,20.79,18.15,12.98,24.58
2494,32,Ourense,2002,2,264787,124173,140614,66578,42744,61024,94442,3,2,5,0,1,3,1,8.97,5.9,12.91,9.78,7.31,13.32,7.73,5.05,11.55,5.84,4.36,8.11,7.74,5.36,11.21,12.36,6.92,19.8,15.38,8.87,23.74,15.9,10.04,23.39,15.02,10.33,20.79
2495,32,Ourense,2002,3,265091,124344,140746,66651,42832,61061,94547,5,2,7,0,1,4,2,6.68,5.15,8.7,8.97,5.9,12.91,9.78,7.31,13.32,7.73,5.05,11.55,5.84,4.36,8.11,7.74,5.36,11.21,12.36,6.92,19.8,15.38,8.87,23.74,15.9,10.04,23.39
2496,32,Ourense,2002,4,265567,124610,140956,66736,42940,61130,94762,5,1,6,1,0,4,1,8.22,6.54,10.32,6.68,5.15,8.7,8.97,5.9,12.91,9.78,7.31,13.32,7.73,5.05,11.55,5.84,4.36,8.11,7.74,5.36,11.21,12.36,6.92,19.8,15.38,8.87,23.74
